VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee
2,1693526414000000,1693528521000000,1,19.99,1,N,132,14,1,78.6,1.0,0.5,16.22,0.0,1.0,99.07,0.0,1.75
1,1693528033000000,1693528400000000,1,1.2,1,N,79,234,1,7.2,3.5,0.5,2.45,0.0,1.0,14.65,2.5,0.0
1,1693528712000000,1693529123000000,1,1.2,1,N,249,234,2,7.9,3.5,0.5,0.0,0.0,1.0,12.9,2.5,0.0
2,1693527526000000,1693527963000000,3,1.89,1,N,79,137,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0
2,1693528130000000,1693528673000000,1,2.52,1,N,162,263,1,12.8,1.0,0.5,3.56,0.0,1.0,21.36,2.5,0.0
1,1693527134000000,1693527825000000,2,1.5,1,N,79,211,1,12.1,3.5,0.5,3.4,0.0,1.0,20.5,2.5,0.0
1,1693528769000000,1693529379000000,1,2.1,1,N,161,239,1,12.8,3.5,0.5,1.25,0.0,1.0,19.05,2.5,0.0
2,1693526453000000,1693526990000000,1,1.33,1,N,162,233,1,10.0,1.0,0.5,3.0,0.0,1.0,18.0,2.5,0.0
2,1693527495000000,1693529035000000,1,8.22,1,N,162,49,1,36.6,1.0,0.5,4.16,0.0,1.0,45.76,2.5,0.0
2,1693528414000000,1693529538000000,1,3.64,1,N,170,246,1,20.5,1.0,0.5,5.1,0.0,1.0,30.6,2.5,0.0
2,1693528694000000,1693530035000000,1,12.25,1,N,138,209,1,47.8,6.0,0.5,17.86,0.0,1.0,77.41,2.5,1.75
1,1693526650000000,1693527170000000,1,1.4,1,Y,142,238,2,10.7,3.5,0.5,0.0,0.0,1.0,15.7,2.5,0.0
1,1693527494000000,1693528214000000,1,2.0,1,N,68,230,2,12.1,3.5,0.5,0.0,0.0,1.0,17.1,2.5,0.0
2,1693529906000000,1693530438000000,1,1.8,1,N,148,107,1,11.4,1.0,0.5,3.0,0.0,1.0,19.4,2.5,0.0
2,1693528398000000,1693528769000000,1,1.08,1,N,141,236,2,7.9,1.0,0.5,0.0,0.0,1.0,12.9,2.5,0.0
2,1693528896000000,1693528903000000,1,0.0,5,N,236,236,1,15.0,0.0,0.5,3.8,0.0,1.0,22.8,2.5,0.0
2,1693528390000000,1693529348000000,1,8.83,1,N,138,107,1,34.5,6.0,0.5,9.0,6.94,1.0,62.19,2.5,1.75
2,1693527510000000,1693528050000000,2,1.29,1,N,162,163,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0
2,1693527164000000,1693527430000000,1,0.48,1,N,107,137,2,6.5,1.0,0.5,0.0,0.0,1.0,11.5,2.5,0.0
2,1693529434000000,1693531207000000,1,16.67,1,N,132,165,2,63.9,1.0,0.5,0.0,0.0,1.0,68.15,0.0,1.75
1,1693526445000000,1693527874000000,3,2.0,1,N,234,50,1,17.0,3.5,0.5,1.0,0.0,1.0,23.0,2.5,0.0
2,1693526358000000,1693527618000000,1,10.02,1,N,138,189,1,40.1,6.0,0.5,9.87,0.0,1.0,59.22,0.0,1.75
2,1693529040000000,1693529575000000,2,2.66,1,N,148,233,1,12.8,1.0,0.5,4.45,0.0,1.0,22.25,2.5,0.0
1,1693528249000000,1693528501000000,1,0.8,1,N,170,107,1,6.5,3.5,0.5,2.3,0.0,1.0,13.8,2.5,0.0
1,1693529403000000,1693529671000000,1,0.6,1,N,90,246,1,5.8,3.5,0.5,2.15,0.0,1.0,12.95,2.5,0.0
2,1693528794000000,1693529790000000,1,5.68,1,N,249,75,2,23.3,1.0,0.5,0.0,0.0,1.0,28.3,2.5,0.0
2,1693527338000000,1693527454000000,1,0.62,1,N,263,237,1,5.1,1.0,0.5,1.0,0.0,1.0,11.1,2.5,0.0
2,1693529707000000,1693530565000000,1,6.41,1,N,141,87,1,26.8,1.0,0.5,6.36,0.0,1.0,38.16,2.5,0.0
2,1693529060000000,1693529937000000,2,2.64,1,N,43,68,1,16.3,1.0,0.5,2.0,0.0,1.0,23.3,2.5,0.0
2,1693527222000000,1693527874000000,1,2.52,1,N,249,246,2,14.2,1.0,0.5,0.0,0.0,1.0,19.2,2.5,0.0
2,1693528447000000,1693528985000000,2,1.88,1,N,166,239,1,11.4,1.0,0.5,0.0,0.0,1.0,16.4,2.5,0.0
