VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee
2,1756686953000000,1756687773000000,1,1.65,1,N,229,48,1,12.8,1.0,0.5,3.71,0.0,1.0,22.26,2.5,0.0,0.75
2,1756686515000000,1756687073000000,1,1.83,1,N,100,107,1,11.4,1.0,0.5,3.43,0.0,1.0,20.58,2.5,0.0,0.75
2,1756685147000000,1756685550000000,2,1.0,1,N,237,48,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75
2,1756686568000000,1756687491000000,2,3.01,1,N,186,144,1,17.0,1.0,0.5,5.69,0.0,1.0,28.44,2.5,0.0,0.75
2,1756684978000000,1756686506000000,1,10.23,1,N,138,61,1,42.9,6.0,0.5,9.39,0.0,1.0,61.54,0.0,1.75,0.0
2,1756686663000000,1756686863000000,1,1.0,1,N,164,90,1,6.5,1.0,0.5,5.0,0.0,1.0,17.25,2.5,0.0,0.75
2,1756685662000000,1756687583000000,1,8.36,1,N,68,181,1,40.1,1.0,0.5,5.0,6.94,1.0,57.79,2.5,0.0,0.75
1,1756685438000000,1756685676000000,1,1.0,1,N,170,237,1,6.5,4.25,0.5,2.45,0.0,1.0,14.7,2.5,0.0,0.75
1,1756685931000000,1756686135000000,1,0.9,1,N,237,263,1,5.8,3.5,0.5,2.15,0.0,1.0,12.95,2.5,0.0,0.0
2,1756686303000000,1756688453000000,1,25.24,1,N,132,227,2,94.0,1.0,0.5,0.0,0.0,1.0,98.25,0.0,1.75,0.0
2,1756687393000000,1756688738000000,1,5.08,1,N,239,79,1,26.1,1.0,0.5,7.96,0.0,1.0,39.81,2.5,0.0,0.75
2,1756685213000000,1756685651000000,1,1.36,1,N,79,211,1,10.0,1.0,0.5,2.36,0.0,1.0,18.11,2.5,0.0,0.75
2,1756686285000000,1756686801000000,2,1.89,1,N,114,246,1,11.4,1.0,0.5,3.43,0.0,1.0,20.58,2.5,0.0,0.75
2,1756687521000000,1756688482000000,1,4.01,1,N,186,112,1,20.5,1.0,0.5,6.64,6.94,1.0,39.83,2.5,0.0,0.75
2,1756685643000000,1756686900000000,1,9.46,1,N,138,239,1,38.7,6.0,0.5,11.13,6.94,1.0,68.52,2.5,1.75,0.0
2,1756686242000000,1756686493000000,1,0.69,1,N,142,48,1,6.5,1.0,0.5,4.0,0.0,1.0,16.25,2.5,0.0,0.75
2,1756686712000000,1756687050000000,1,1.35,1,N,48,239,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75
2,1756686037000000,1756686471000000,2,0.88,1,N,255,256,1,8.6,1.0,0.5,2.22,0.0,1.0,13.32,0.0,0.0,0.0
2,1756686505000000,1756686988000000,1,1.99,1,N,114,68,1,10.7,1.0,0.5,4.11,0.0,1.0,20.56,2.5,0.0,0.75
2,1756688033000000,1756689053000000,1,4.19,1,N,158,141,1,19.8,1.0,0.5,5.11,0.0,1.0,30.66,2.5,0.0,0.75
2,1756686240000000,1756687398000000,1,10.11,1,N,138,79,1,40.1,6.0,0.5,12.71,0.0,1.0,65.31,2.5,1.75,0.75
2,1756685446000000,1756686383000000,1,7.07,1,N,88,141,1,29.6,1.0,0.5,3.54,0.0,1.0,38.89,2.5,0.0,0.75
2,1756685526000000,1756686470000000,1,3.73,1,N,164,112,1,19.8,1.0,0.5,8.12,6.94,1.0,40.61,2.5,0.0,0.75
2,1756685830000000,1756686835000000,1,10.85,1,N,138,33,1,41.5,6.0,0.5,9.8,0.0,1.0,60.55,0.0,1.75,0.0
2,1756685385000000,1756685744000000,5,0.82,1,N,170,164,1,7.9,1.0,0.5,2.73,0.0,1.0,16.38,2.5,0.0,0.75
2,1756686012000000,1756686523000000,5,1.61,1,N,186,158,1,10.7,1.0,0.5,3.29,0.0,1.0,19.74,2.5,0.0,0.75
2,1756687465000000,1756688333000000,3,4.68,1,N,186,88,1,21.2,1.0,0.5,2.0,0.0,1.0,28.95,2.5,0.0,0.75
2,1756686585000000,1756687837000000,1,6.36,1,N,79,166,1,27.5,1.0,0.5,3.0,0.0,1.0,36.25,2.5,0.0,0.75
2,1756685873000000,1756686907000000,1,5.6,1,N,249,151,1,25.4,1.0,0.5,6.23,0.0,1.0,37.38,2.5,0.0,0.75
2,1756687224000000,1756687240000000,1,0.07,1,N,166,24,2,-3.0,-1.0,-0.5,0.0,0.0,-1.0,-5.5,0.0,0.0,0.0
2,1756687224000000,1756687240000000,1,0.07,1,N,166,24,2,3.0,1.0,0.5,0.0,0.0,1.0,5.5,0.0,0.0,0.0
1,1756685701000000,1756686073000000,1,1.1,1,N,211,125,1,7.9,4.25,0.5,2.75,0.0,1.0,16.4,2.5,0.0,0.75
2,1756685153000000,1756686336000000,1,3.96,1,N,186,146,1,21.9,1.0,0.5,2.76,0.0,1.0,30.41,2.5,0.0,0.75
2,1756685188000000,1756686102000000,1,3.74,1,N,186,145,1,19.1,1.0,0.5,1.0,0.0,1.0,25.85,2.5,0.0,0.75
2,1756687839000000,1756688175000000,4,1.16,1,N,186,230,1,7.9,1.0,0.5,4.09,0.0,1.0,17.74,2.5,0.0,0.75
2,1756686698000000,1756687437000000,1,1.78,1,N,48,137,1,12.8,1.0,0.5,4.64,0.0,1.0,23.19,2.5,0.0,0.75
2,1756688126000000,1756689153000000,1,5.17,1,N,163,152,1,24.7,1.0,0.5,6.09,0.0,1.0,36.54,2.5,0.0,0.75
1,1756685347000000,1756685776000000,1,2.0,1,N,233,145,1,10.0,4.25,0.5,4.55,6.94,1.0,27.24,2.5,0.0,0.75
1,1756686307000000,1756687330000000,1,4.9,1,N,112,97,1,23.3,1.0,0.5,5.0,0.0,1.0,30.8,0.0,0.0,0.0
2,1756687478000000,1756688701000000,1,4.95,1,N,114,61,1,24.7,1.0,0.5,7.61,0.0,1.0,38.06,2.5,0.0,0.75
2,1756687850000000,1756688537000000,1,0.0,1,N,107,87,1,10.7,1.0,0.5,3.29,0.0,1.0,19.74,2.5,0.0,0.75
2,1756686500000000,1756687154000000,1,2.48,1,N,186,142,1,13.5,1.0,0.5,3.85,0.0,1.0,23.1,2.5,0.0,0.75
2,1756688292000000,1756689184000000,1,3.79,1,N,186,24,1,19.1,1.0,0.5,4.97,0.0,1.0,29.82,2.5,0.0,0.75
1,1756685045000000,1756685721000000,1,1.6,1,N,137,234,1,11.4,4.25,0.5,1.0,0.0,1.0,18.15,2.5,0.0,0.75
1,1756686222000000,1756687682000000,1,4.1,1,N,186,262,1,23.3,4.25,0.5,2.0,0.0,1.0,31.05,2.5,0.0,0.75
2,1756685849000000,1756686369000000,1,1.38,1,N,148,87,1,10.0,1.0,0.5,2.0,0.0,1.0,17.75,2.5,0.0,0.75
2,1756686240000000,1756686600000000,2,1.18,1,N,107,90,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75
2,1756686923000000,1756687377000000,2,0.92,1,N,249,148,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75
2,1756688016000000,1756688180000000,1,0.43,1,N,79,79,1,5.1,1.0,0.5,1.0,0.0,1.0,11.85,2.5,0.0,0.75
1,1756684911000000,1756686079000000,1,11.5,1,N,138,107,1,43.6,11.0,0.5,15.75,6.94,1.0,78.79,2.5,1.75,0.75
2,1756687018000000,1756688139000000,2,10.17,1,N,132,265,1,40.1,1.0,0.5,5.0,0.0,1.0,50.1,0.0,1.75,0.75
1,1756685240000000,1756686276000000,1,3.5,1,N,163,152,1,18.4,4.25,0.5,4.85,0.0,1.0,29.0,2.5,0.0,0.75
2,1756685507000000,1756686228000000,1,3.13,1,N,164,142,1,15.6,1.0,0.5,0.0,0.0,1.0,21.35,2.5,0.0,0.75
2,1756684985000000,1756686114000000,2,5.29,1,N,249,24,1,24.7,1.0,0.5,6.09,0.0,1.0,36.54,2.5,0.0,0.75
2,1756685542000000,1756686117000000,1,2.18,1,N,100,113,1,12.1,1.0,0.5,2.0,0.0,1.0,19.85,2.5,0.0,0.75
2,1756686410000000,1756686809000000,4,1.27,1,N,114,45,2,8.6,1.0,0.5,0.0,0.0,1.0,14.35,2.5,0.0,0.75
2,1756687997000000,1756688608000000,1,1.44,1,N,148,113,1,11.4,1.0,0.5,0.0,0.0,1.0,17.15,2.5,0.0,0.75
2,1756686037000000,1756686472000000,4,1.9,1,N,162,234,1,10.7,1.0,0.5,1.64,0.0,1.0,18.09,2.5,0.0,0.75
2,1756685260000000,1756687141000000,1,17.82,1,N,93,91,2,68.8,1.0,0.5,0.0,0.0,1.0,71.3,0.0,0.0,0.0
1,1756686315000000,1756690585000000,1,16.7,99,N,86,151,1,66.5,0.0,0.5,0.0,6.94,0.0,73.94,0.0,0.0,0.0
2,1756687421000000,1756690778000000,1,19.05,2,N,132,236,1,70.0,0.0,0.5,16.19,6.94,1.0,98.88,2.5,1.75,0.0
7,1756685396000000,1756685396000000,2,1.44,1,N,158,186,1,9.3,0.0,0.5,0.0,0.0,1.0,15.05,2.5,0.0,0.75
7,1756686382000000,1756686382000000,2,1.05,1,N,234,114,1,7.9,0.0,0.5,2.73,0.0,1.0,16.38,2.5,0.0,0.75
7,1756688054000000,1756688054000000,1,4.59,1,N,114,181,1,26.1,0.0,0.5,2.0,0.0,1.0,33.85,2.5,0.0,0.75
2,1756685825000000,1756686012000000,1,0.6,1,N,113,114,1,5.8,1.0,0.5,2.31,0.0,1.0,13.86,2.5,0.0,0.75
2,1756686082000000,1756686456000000,1,1.69,1,N,114,164,1,10.0,1.0,0.5,2.0,0.0,1.0,17.75,2.5,0.0,0.75
2,1756686663000000,1756686997000000,1,1.12,1,N,234,79,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75
2,1756687067000000,1756687133000000,1,0.02,1,N,79,107,2,3.7,1.0,0.5,0.0,0.0,1.0,9.45,2.5,0.0,0.75
2,1756687540000000,1756687893000000,1,1.02,1,N,107,114,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75
2,1756687985000000,1756688289000000,1,1.02,1,N,114,125,1,7.2,1.0,0.5,2.0,0.0,1.0,14.95,2.5,0.0,0.75
2,1756686691000000,1756687572000000,2,3.0,1,N,164,262,1,17.7,1.0,0.5,3.0,0.0,1.0,26.45,2.5,0.0,0.75
1,1756684810000000,1756685296000000,1,1.6,1,N,249,186,1,10.7,4.25,0.5,4.1,0.0,1.0,20.55,2.5,0.0,0.75
1,1756685374000000,1756686154000000,1,2.6,1,N,186,4,1,13.5,4.25,0.5,3.85,0.0,1.0,23.1,2.5,0.0,0.75
1,1756685502000000,1756686092000000,1,1.6,1,N,246,48,1,11.4,4.25,0.5,1.0,0.0,1.0,18.15,2.5,0.0,0.75
1,1756686250000000,1756686536000000,2,1.7,1,N,48,90,1,8.6,4.25,0.5,1.0,0.0,1.0,15.35,2.5,0.0,0.75
1,1756687678000000,1756688102000000,2,1.5,1,N,246,48,1,9.3,4.25,0.5,4.5,0.0,1.0,19.55,2.5,0.0,0.75
1,1756685558000000,1756686002000000,3,1.6,1,N,90,230,2,9.3,4.25,0.5,0.0,0.0,1.0,15.05,2.5,0.0,0.75
1,1756686537000000,1756687754000000,1,7.3,1,N,186,129,1,31.0,4.25,0.5,5.0,6.94,1.0,48.69,2.5,0.0,0.75
2,1756684816000000,1756685456000000,1,1.67,1,N,249,231,1,10.7,1.0,0.5,2.0,0.0,1.0,18.45,2.5,0.0,0.75
2,1756685786000000,1756686169000000,2,0.92,1,N,211,79,1,7.9,1.0,0.5,3.41,0.0,1.0,17.06,2.5,0.0,0.75
2,1756685036000000,1756686436000000,3,4.2,1,N,75,42,1,24.0,1.0,0.5,5.3,0.0,1.0,31.8,0.0,0.0,0.0
2,1756685225000000,1756685739000000,3,1.28,1,N,148,125,1,10.0,1.0,0.5,3.15,0.0,1.0,18.9,2.5,0.0,0.75
2,1756686978000000,1756687522000000,1,1.48,1,N,144,249,2,9.3,1.0,0.5,0.0,0.0,1.0,15.05,2.5,0.0,0.75
2,1756684942000000,1756686041000000,1,3.7,1,N,181,13,1,21.9,1.0,0.5,2.0,0.0,1.0,29.65,2.5,0.0,0.75
2,1756687981000000,1756688453000000,2,2.28,1,N,162,236,1,12.1,1.0,0.5,3.57,0.0,1.0,21.42,2.5,0.0,0.75
2,1756686487000000,1756687139000000,1,1.64,1,N,186,233,1,12.1,1.0,0.5,3.0,0.0,1.0,20.85,2.5,0.0,0.75
2,1756687034000000,1756687564000000,2,2.91,1,N,48,125,4,-13.5,-1.0,-0.5,0.0,0.0,-1.0,-19.25,-2.5,0.0,-0.75
2,1756687034000000,1756687564000000,2,2.91,1,N,48,125,4,13.5,1.0,0.5,0.0,0.0,1.0,19.25,2.5,0.0,0.75
2,1756687454000000,1756689175000000,1,6.34,1,N,249,263,1,33.8,1.0,0.5,7.91,0.0,1.0,47.46,2.5,0.0,0.75
1,1756687427000000,1756687700000000,1,0.0,1,N,113,249,1,5.8,4.25,0.5,2.0,0.0,1.0,13.55,2.5,0.0,0.75
1,1756687828000000,1756689433000000,0,0.0,1,N,249,189,1,21.2,4.25,0.5,5.35,0.0,1.0,32.3,2.5,0.0,0.75
1,1756686397000000,1756687053000000,1,2.3,1,N,100,239,1,12.8,4.25,0.5,3.7,0.0,1.0,22.25,2.5,0.0,0.75
2,1756686498000000,1756689826000000,2,17.65,2,N,132,75,1,70.0,0.0,0.5,2.0,6.94,1.0,82.19,0.0,1.75,0.0
2,1756685313000000,1756685446000000,1,0.37,1,N,48,48,1,4.4,1.0,0.5,2.54,0.0,1.0,12.69,2.5,0.0,0.75
2,1756685080000000,1756685788000000,4,1.57,1,N,45,249,1,12.1,1.0,0.5,3.57,0.0,1.0,21.42,2.5,0.0,0.75
2,1756685849000000,1756686587000000,1,2.59,1,N,249,170,1,14.2,1.0,0.5,3.99,0.0,1.0,23.94,2.5,0.0,0.75
2,1756688250000000,1756689917000000,2,7.05,1,N,186,65,1,35.2,1.0,0.5,5.0,0.0,1.0,45.95,2.5,0.0,0.75
1,1756685737000000,1756687105000000,1,5.9,1,N,246,42,1,27.5,4.25,0.5,8.3,0.0,1.0,41.55,2.5,0.0,0.75
2,1756687520000000,1756690281000000,1,12.76,1,N,132,17,2,57.6,1.0,0.5,0.0,0.0,1.0,61.85,0.0,1.75,0.0
2,1756685588000000,1756686023000000,1,1.92,1,N,229,263,1,9.3,1.0,0.5,2.26,0.0,1.0,17.31,2.5,0.0,0.75
1,1756686412000000,1756686424000000,1,0.0,1,N,132,132,4,3.0,2.75,0.5,0.0,0.0,1.0,7.25,0.0,1.75,0.0
1,1756686448000000,1756690157000000,1,19.9,2,N,132,243,1,70.0,1.75,0.5,0.0,6.94,1.0,80.19,0.0,1.75,0.0
1,1756685483000000,1756686147000000,1,1.4,1,N,246,48,2,11.4,4.25,0.5,0.0,0.0,1.0,17.15,2.5,0.0,0.75
1,1756686794000000,1756687185000000,2,0.9,1,N,246,234,1,7.9,4.25,0.5,0.0,0.0,1.0,13.65,2.5,0.0,0.75
1,1756687861000000,1756688257000000,1,1.3,1,N,246,158,1,8.6,4.25,0.5,0.72,0.0,1.0,15.07,2.5,0.0,0.75
2,1756686930000000,1756687223000000,1,0.88,1,N,79,114,1,7.2,1.0,0.5,2.59,0.0,1.0,15.54,2.5,0.0,0.75
2,1756687620000000,1756688470000000,1,4.14,1,N,79,142,1,19.1,1.0,0.5,4.97,0.0,1.0,29.82,2.5,0.0,0.75
2,1756688267000000,1756689991000000,1,9.12,1,N,100,17,1,41.5,1.0,0.5,10.84,6.94,1.0,65.03,2.5,0.0,0.75
2,1756685110000000,1756685507000000,1,1.26,1,N,239,142,1,9.3,1.0,0.5,3.01,0.0,1.0,18.06,2.5,0.0,0.75
2,1756685868000000,1756686786000000,1,3.47,1,N,163,7,1,18.4,1.0,0.5,3.62,0.0,1.0,27.77,2.5,0.0,0.75
2,1756686584000000,1756688172000000,1,11.98,1,N,138,246,1,49.2,6.0,0.5,13.38,6.94,1.0,82.02,2.5,1.75,0.75
2,1756688342000000,1756688645000000,1,1.33,1,N,48,230,1,8.6,1.0,0.5,2.0,0.0,1.0,16.35,2.5,0.0,0.75
2,1756685048000000,1756686010000000,1,4.11,1,N,186,262,1,20.5,1.0,0.5,5.25,0.0,1.0,31.5,2.5,0.0,0.75
2,1756687267000000,1756688370000000,1,3.26,1,N,186,148,1,19.8,1.0,0.5,5.11,0.0,1.0,30.66,2.5,0.0,0.75
7,1756686002000000,1756686002000000,1,4.34,1,N,48,87,1,20.5,0.0,0.5,7.88,0.0,1.0,34.13,2.5,0.0,0.75
7,1756687576000000,1756687576000000,1,1.24,1,N,231,148,1,9.3,0.0,0.5,3.01,0.0,1.0,18.06,2.5,0.0,0.75
2,1756687542000000,1756688217000000,1,5.0,1,N,209,141,1,21.9,1.0,0.5,5.38,0.0,1.0,32.28,2.5,0.0,0.0
1,1756685741000000,1756686668000000,2,3.2,1,N,234,142,1,16.3,4.25,0.5,5.5,0.0,1.0,27.55,2.5,0.0,0.75
1,1756687086000000,1756687612000000,2,1.8,1,N,142,236,1,10.7,3.5,0.5,3.15,0.0,1.0,18.85,2.5,0.0,0.0
1,1756685288000000,1756685618000000,1,0.9,1,N,236,239,1,7.2,3.5,0.5,2.45,0.0,1.0,14.65,2.5,0.0,0.0
1,1756685835000000,1756687021000000,1,3.8,1,N,239,234,1,19.8,4.25,0.5,7.65,0.0,1.0,33.2,2.5,0.0,0.75
2,1756685908000000,1756688081000000,1,30.24,4,N,138,265,1,171.0,6.0,0.5,35.7,0.0,1.0,215.95,0.0,1.75,0.0
2,1756684921000000,1756685534000000,1,2.01,1,N,164,48,1,12.1,1.0,0.5,1.5,0.0,1.0,19.35,2.5,0.0,0.75
2,1756686104000000,1756686410000000,4,0.9,1,N,163,229,1,6.5,1.0,0.5,2.45,0.0,1.0,14.7,2.5,0.0,0.75
2,1756685602000000,1756685797000000,2,0.65,1,N,50,246,1,5.8,1.0,0.5,1.0,0.0,1.0,12.55,2.5,0.0,0.75
2,1756685996000000,1756686269000000,2,0.52,1,N,246,48,1,6.5,1.0,0.5,2.45,0.0,1.0,14.7,2.5,0.0,0.75
2,1756686339000000,1756686759000000,2,0.76,1,N,48,170,1,7.9,1.0,0.5,2.73,0.0,1.0,16.38,2.5,0.0,0.75
2,1756687849000000,1756688340000000,1,1.71,1,N,186,230,1,10.7,1.0,0.5,4.11,0.0,1.0,20.56,2.5,0.0,0.75
1,1756685679000000,1756686377000000,1,2.2,1,N,68,48,1,13.5,4.25,0.5,1.93,0.0,1.0,21.18,2.5,0.0,0.75
1,1756687025000000,1756687982000000,1,2.9,1,N,246,229,1,17.0,4.25,0.5,4.5,0.0,1.0,27.25,2.5,0.0,0.75
2,1756684873000000,1756685574000000,4,1.84,1,N,170,249,1,12.8,1.0,0.5,0.0,0.0,1.0,18.55,2.5,0.0,0.75
