VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee
1,1756687171000000,1756688493000000,1,12.5,1,N,132,198,1,47.8,2.75,0.5,10.4,0.0,1.0,62.45,0.0,1.75,0.0
1,1756687710000000,1756688025000000,1,0.8,1,N,186,68,2,6.5,4.25,0.5,0.0,0.0,1.0,12.25,2.5,0.0,0.75
1,1756688336000000,1756689187000000,1,3.7,1,N,186,236,1,17.0,4.25,0.5,1.0,0.0,1.0,23.75,2.5,0.0,0.75
2,1756686170000000,1756687046000000,1,4.59,1,N,148,140,1,20.5,1.0,0.5,5.25,0.0,1.0,31.5,2.5,0.0,0.75
2,1756685451000000,1756686454000000,2,4.93,1,N,70,146,1,23.3,6.0,0.5,6.51,0.0,1.0,39.06,0.0,1.75,0.0
2,1756685391000000,1756685802000000,1,1.62,1,N,164,114,1,9.3,1.0,0.5,3.01,0.0,1.0,18.06,2.5,0.0,0.75
2,1756686865000000,1756687538000000,1,2.89,1,N,211,246,1,14.9,1.0,0.5,0.0,0.0,1.0,20.65,2.5,0.0,0.75
2,1756687583000000,1756687819000000,1,0.96,1,N,246,230,1,6.5,1.0,0.5,0.0,0.0,1.0,12.25,2.5,0.0,0.75
1,1756685246000000,1756685804000000,1,1.1,1,N,90,164,1,10.0,4.25,0.5,3.15,0.0,1.0,18.9,2.5,0.0,0.75
1,1756686928000000,1756688544000000,1,8.9,1,N,188,255,4,39.4,1.0,0.5,0.0,0.0,1.0,41.9,0.0,0.0,0.0
2,1756686848000000,1756687243000000,2,0.55,1,N,170,162,1,7.2,1.0,0.5,0.0,0.0,1.0,12.95,2.5,0.0,0.75
1,1756686208000000,1756686793000000,1,1.8,1,N,230,141,1,10.7,4.25,0.5,3.3,0.0,1.0,19.75,2.5,0.0,0.75
2,1756686375000000,1756686976000000,1,1.92,1,N,140,142,1,12.1,1.0,0.5,3.42,0.0,1.0,20.52,2.5,0.0,0.0
2,1756687603000000,1756688379000000,1,2.39,1,N,142,90,1,14.2,1.0,0.5,3.99,0.0,1.0,23.94,2.5,0.0,0.75
2,1756686484000000,1756687145000000,2,1.71,1,N,142,164,1,11.4,1.0,0.5,2.2,0.0,1.0,19.35,2.5,0.0,0.75
2,1756687104000000,1756687492000000,4,1.11,1,N,186,107,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75
2,1756685761000000,1756686979000000,1,9.28,1,N,138,230,2,39.4,6.0,0.5,0.0,6.94,1.0,58.84,2.5,1.75,0.75
2,1756687548000000,1756687648000000,1,0.29,1,N,230,100,1,3.7,1.0,0.5,2.0,0.0,1.0,11.45,2.5,0.0,0.75
2,1756685369000000,1756686261000000,1,4.82,1,N,148,262,1,23.03,1.0,0.5,0.0,0.0,1.0,28.78,2.5,0.0,0.75
2,1756686035000000,1756686519000000,1,1.71,1,N,79,170,1,10.7,1.0,0.5,2.0,0.0,1.0,18.45,2.5,0.0,0.75
2,1756684978000000,1756685517000000,1,1.44,1,N,246,143,1,10.0,1.0,0.5,3.94,0.0,1.0,19.69,2.5,0.0,0.75
2,1756686159000000,1756686772000000,1,2.57,1,N,234,142,1,13.5,1.0,0.5,4.81,0.0,1.0,24.06,2.5,0.0,0.75
1,1756686089000000,1756686873000000,1,2.5,1,N,144,255,1,14.9,4.25,0.5,0.0,0.0,1.0,20.65,2.5,0.0,0.75
1,1756687449000000,1756688131000000,1,2.3,1,Y,79,158,1,12.8,4.25,0.5,3.7,0.0,1.0,22.25,2.5,0.0,0.75
2,1756685655000000,1756685813000000,2,0.58,1,N,170,164,1,5.1,1.0,0.5,2.17,0.0,1.0,13.02,2.5,0.0,0.75
2,1756686044000000,1756686763000000,1,3.04,1,N,170,263,1,14.9,1.0,0.5,4.13,0.0,1.0,24.78,2.5,0.0,0.75
2,1756686879000000,1756687348000000,2,1.76,1,N,141,246,1,10.7,1.0,0.5,5.0,0.0,1.0,21.45,2.5,0.0,0.75
2,1756688075000000,1756688265000000,2,0.9,1,N,246,48,1,5.8,1.0,0.5,2.31,0.0,1.0,13.86,2.5,0.0,0.75
2,1756685928000000,1756686178000000,2,0.69,1,N,79,79,1,6.5,1.0,0.5,5.0,0.0,1.0,17.25,2.5,0.0,0.75
1,1756686379000000,1756686711000000,1,2.2,1,N,164,236,1,10.7,4.25,0.5,2.0,0.0,1.0,18.45,2.5,0.0,0.75
1,1756687491000000,1756688929000000,1,6.0,1,N,186,189,1,27.5,4.25,0.5,6.65,0.0,1.0,39.9,2.5,0.0,0.75
2,1756685414000000,1756686329000000,2,3.68,1,N,68,66,2,18.4,1.0,0.5,0.0,0.0,1.0,24.15,2.5,0.0,0.75
2,1756685539000000,1756687432000000,1,18.94,2,N,132,231,1,70.0,0.0,0.5,14.95,0.0,1.0,91.45,2.5,1.75,0.75
2,1756688116000000,1756688921000000,3,2.84,1,N,87,234,1,15.6,1.0,0.5,4.27,0.0,1.0,25.62,2.5,0.0,0.75
2,1756685051000000,1756686982000000,1,18.07,2,N,132,48,1,70.0,0.0,0.5,2.0,6.94,1.0,85.44,2.5,1.75,0.75
2,1756685172000000,1756767252000000,1,18.36,2,N,132,48,1,70.0,0.0,0.5,0.0,0.0,1.0,76.5,2.5,1.75,0.75
2,1756685299000000,1756685681000000,1,1.57,1,N,229,236,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75
1,1756685406000000,1756685558000000,1,0.7,1,N,144,79,1,5.1,4.25,0.5,2.15,0.0,1.0,13.0,2.5,0.0,0.75
1,1756686326000000,1756687237000000,1,4.6,1,N,249,238,1,19.1,4.25,0.5,4.95,0.0,1.0,29.8,2.5,0.0,0.75
1,1756687612000000,1756688259000000,1,2.3,1,N,239,236,1,12.8,3.5,0.5,1.0,0.0,1.0,18.8,2.5,0.0,0.0
2,1756684976000000,1756685325000000,1,0.81,1,N,186,68,1,7.9,1.0,0.5,2.73,0.0,1.0,16.38,2.5,0.0,0.75
2,1756685440000000,1756686499000000,1,4.29,1,N,68,145,1,21.2,1.0,0.5,2.0,6.94,1.0,35.89,2.5,0.0,0.75
1,1756685355000000,1756686920000000,0,18.4,2,N,132,4,1,70.0,5.0,0.5,13.77,0.0,1.0,90.27,2.5,1.75,0.75
1,1756687479000000,1756687976000000,0,3.2,1,N,107,262,1,14.2,4.25,0.5,3.95,0.0,1.0,23.9,2.5,0.0,0.75
1,1756688177000000,1756688383000000,0,0.7,1,N,263,75,2,5.8,3.5,0.5,0.0,0.0,1.0,10.8,2.5,0.0,0.0
2,1756687599000000,1756688183000000,1,2.47,1,N,163,236,1,12.8,1.0,0.5,2.78,0.0,1.0,21.33,2.5,0.0,0.75
1,1756685088000000,1756686332000000,1,2.9,1,N,100,238,1,19.8,4.25,0.5,2.0,0.0,1.0,27.55,2.5,0.0,0.75
1,1756687451000000,1756688416000000,1,2.5,1,N,186,79,1,14.9,4.25,0.5,2.0,0.0,1.0,22.65,2.5,0.0,0.75
1,1756687840000000,1756689341000000,1,7.0,1,N,87,151,1,30.3,4.25,0.5,7.2,0.0,1.0,43.25,2.5,0.0,0.75
2,1756686987000000,1756689790000000,2,17.77,1,N,132,190,1,73.7,1.0,0.5,6.0,0.0,1.0,83.95,0.0,1.75,0.0
2,1756685745000000,1756686450000000,1,2.75,1,N,148,170,1,14.2,1.0,0.5,3.99,0.0,1.0,23.94,2.5,0.0,0.75
2,1756684904000000,1756686295000000,1,8.02,1,N,138,131,1,35.9,6.0,0.5,0.0,0.0,1.0,45.15,0.0,1.75,0.0
2,1756686793000000,1756688332000000,1,9.82,1,N,138,243,1,43.6,6.0,0.5,10.57,0.0,1.0,63.42,0.0,1.75,0.0
2,1756686589000000,1756687105000000,1,1.64,1,N,107,246,1,10.7,1.0,0.5,2.0,0.0,1.0,18.45,2.5,0.0,0.75
2,1756685268000000,1756685872000000,1,2.37,1,N,162,263,1,12.1,1.0,0.5,3.57,0.0,1.0,21.42,2.5,0.0,0.75
2,1756686062000000,1756686190000000,1,0.59,1,N,263,75,2,5.1,1.0,0.5,0.0,0.0,1.0,7.6,0.0,0.0,0.0
2,1756687328000000,1756691130000000,2,18.04,2,N,132,262,1,70.0,0.0,0.5,8.0,6.94,1.0,90.69,2.5,1.75,0.0
2,1756686922000000,1756687299000000,1,1.36,1,N,263,237,2,9.3,1.0,0.5,0.0,0.0,1.0,14.3,2.5,0.0,0.0
2,1756687454000000,1756687733000000,1,1.58,1,N,79,170,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75
1,1756685546000000,1756686338000000,1,2.2,1,N,100,239,1,13.5,4.25,0.5,1.5,0.0,1.0,20.75,2.5,0.0,0.75
1,1756687525000000,1756688035000000,1,2.0,1,N,249,48,1,11.4,4.25,0.5,3.45,0.0,1.0,20.6,2.5,0.0,0.75
2,1756685786000000,1756686075000000,1,0.58,1,N,113,148,1,6.5,1.0,0.5,2.45,0.0,1.0,14.7,2.5,0.0,0.75
2,1756687168000000,1756688276000000,1,2.94,1,N,7,223,1,17.7,1.0,0.5,11.11,0.0,1.0,31.31,0.0,0.0,0.0
1,1756685329000000,1756686175000000,1,3.6,1,N,144,237,1,17.0,4.25,0.5,3.0,0.0,1.0,25.75,2.5,0.0,0.75
1,1756687153000000,1756687577000000,1,1.4,1,N,161,163,2,8.6,4.25,0.5,0.0,0.0,1.0,14.35,2.5,0.0,0.75
1,1756685636000000,1756686528000000,2,3.3,1,N,100,262,1,17.0,4.25,0.5,4.5,0.0,1.0,27.25,2.5,0.0,0.75
2,1756686905000000,1756688721000000,2,18.54,2,N,132,158,1,70.0,0.0,0.5,16.34,6.94,1.0,99.78,2.5,1.75,0.75
2,1756687414000000,1756687743000000,1,0.8,1,N,163,237,1,7.2,1.0,0.5,2.59,0.0,1.0,15.54,2.5,0.0,0.75
1,1756687704000000,1756689321000000,2,9.2,1,N,132,95,2,40.8,2.75,0.5,0.0,0.0,1.0,45.05,0.0,1.75,0.0
2,1756687178000000,1756687985000000,1,2.58,1,N,113,141,1,15.6,1.0,0.5,3.0,0.0,1.0,24.35,2.5,0.0,0.75
2,1756684869000000,1756685530000000,1,2.03,1,N,79,186,1,12.8,1.0,0.5,3.71,0.0,1.0,22.26,2.5,0.0,0.75
2,1756685605000000,1756686853000000,1,6.5,1,N,186,40,1,29.6,1.0,0.5,10.57,6.94,1.0,52.86,2.5,0.0,0.75
2,1756687975000000,1756688446000000,1,1.6,1,N,144,249,1,10.0,1.0,0.5,3.15,0.0,1.0,18.9,2.5,0.0,0.75
2,1756687086000000,1756687502000000,1,1.42,1,N,170,141,2,9.3,1.0,0.5,0.0,0.0,1.0,15.05,2.5,0.0,0.75
2,1756686672000000,1756687351000000,1,2.76,1,N,114,246,1,14.2,1.0,0.5,2.0,0.0,1.0,21.95,2.5,0.0,0.75
1,1756687058000000,1756687949000000,1,9.3,1,N,138,4,2,36.6,11.0,0.5,0.0,0.0,1.0,49.1,2.5,1.75,0.75
1,1756688135000000,1756688506000000,1,0.9,1,N,79,148,1,7.2,4.25,0.5,2.6,0.0,1.0,15.55,2.5,0.0,0.75
2,1756685155000000,1756685850000000,1,4.08,1,N,138,260,1,19.1,6.0,0.5,2.0,0.0,1.0,30.35,0.0,1.75,0.0
1,1756687034000000,1756687973000000,2,6.0,1,N,114,262,1,26.8,4.25,0.5,2.0,0.0,1.0,34.55,2.5,0.0,0.75
2,1756686225000000,1756687030000000,2,4.1,1,N,68,24,1,19.1,1.0,0.5,4.97,0.0,1.0,29.82,2.5,0.0,0.75
2,1756686457000000,1756687019000000,1,2.22,1,N,249,261,1,12.1,1.0,0.5,3.57,0.0,1.0,21.42,2.5,0.0,0.75
2,1756685754000000,1756686931000000,3,8.44,4,N,132,265,1,37.3,1.0,0.5,7.96,0.0,1.0,49.51,0.0,1.75,0.0
1,1756688043000000,1756689266000000,2,15.3,1,N,132,260,1,56.9,2.75,0.5,8.0,0.0,1.0,69.15,0.0,1.75,0.0
2,1756685647000000,1756686364000000,1,2.49,1,N,161,90,2,13.5,1.0,0.5,0.0,0.0,1.0,19.25,2.5,0.0,0.75
2,1756686965000000,1756687162000000,1,0.6,1,N,234,164,1,5.8,1.0,0.5,2.31,0.0,1.0,13.86,2.5,0.0,0.75
2,1756684876000000,1756685462000000,1,5.14,1,N,132,132,1,21.2,1.0,0.5,1.0,0.0,1.0,26.45,0.0,1.75,0.0
2,1756686518000000,1756687619000000,3,4.98,1,N,140,83,1,24.0,1.0,0.5,0.0,0.0,1.0,29.75,2.5,0.0,0.75
2,1756685347000000,1756686526000000,1,3.22,1,N,186,148,1,19.1,1.0,0.5,4.97,0.0,1.0,29.82,2.5,0.0,0.75
2,1756687457000000,1756688469000000,1,5.9,1,N,224,40,2,26.1,1.0,0.5,0.0,0.0,1.0,31.85,2.5,0.0,0.75
2,1756685483000000,1756686070000000,2,1.93,1,N,48,90,2,11.4,1.0,0.5,0.0,0.0,1.0,17.15,2.5,0.0,0.75
2,1756687400000000,1756687909000000,1,2.6,1,N,48,151,1,12.8,1.0,0.5,3.71,0.0,1.0,22.26,2.5,0.0,0.75
2,1756685820000000,1756687180000000,2,6.83,1,N,238,4,1,31.7,1.0,0.5,7.49,0.0,1.0,44.94,2.5,0.0,0.75
2,1756686860000000,1756687491000000,1,3.25,1,N,164,75,1,15.6,1.0,0.5,4.27,0.0,1.0,25.62,2.5,0.0,0.75
2,1756688081000000,1756689882000000,1,10.87,1,N,132,61,1,45.7,1.0,0.5,9.64,0.0,1.0,59.59,0.0,1.75,0.0
1,1756685334000000,1756685773000000,1,1.5,1,N,142,164,2,10.0,4.25,0.5,0.0,0.0,1.0,15.75,2.5,0.0,0.75
1,1756686774000000,1756687680000000,2,3.6,1,N,186,87,1,18.4,4.25,0.5,4.8,0.0,1.0,28.95,2.5,0.0,0.75
2,1756686128000000,1756687257000000,1,9.29,1,N,148,7,1,38.0,1.0,0.5,5.0,0.0,1.0,48.75,2.5,0.0,0.75
2,1756685666000000,1756686253000000,2,2.27,1,N,107,163,1,12.8,1.0,0.5,3.71,0.0,1.0,22.26,2.5,0.0,0.75
1,1756684803000000,1756686686000000,2,9.1,1,N,186,181,1,42.2,4.25,0.5,9.55,0.0,1.0,57.5,2.5,0.0,0.75
1,1756687912000000,1756688284000000,2,1.5,1,N,144,137,1,9.3,4.25,0.5,2.0,0.0,1.0,17.05,2.5,0.0,0.75
2,1756686777000000,1756687175000000,2,1.23,1,N,68,90,1,8.6,1.0,0.5,3.0,0.0,1.0,17.35,2.5,0.0,0.75
2,1756688055000000,1756688359000000,1,0.77,1,N,113,114,1,6.5,1.0,0.5,2.45,0.0,1.0,14.7,2.5,0.0,0.75
2,1756685596000000,1756686525000000,1,3.75,1,N,138,82,1,19.8,6.0,0.5,5.46,0.0,1.0,34.51,0.0,1.75,0.0
2,1756686858000000,1756687280000000,2,0.92,1,N,82,260,2,7.9,1.0,0.5,0.0,0.0,1.0,10.4,0.0,0.0,0.0
2,1756687079000000,1756688462000000,1,11.78,1,N,238,3,1,45.7,1.0,0.5,5.0,0.0,1.0,55.7,2.5,0.0,0.0
2,1756685569000000,1756685990000000,1,1.09,1,N,48,229,1,8.6,1.0,0.5,2.87,0.0,1.0,17.22,2.5,0.0,0.75
2,1756686176000000,1756686553000000,1,1.1,1,N,229,161,1,8.6,1.0,0.5,2.0,0.0,1.0,16.35,2.5,0.0,0.75
2,1756685029000000,1756686563000000,1,9.5,1,N,138,48,1,40.1,6.0,0.5,11.91,6.94,1.0,71.45,2.5,1.75,0.75
2,1756688370000000,1756688841000000,1,1.25,1,N,164,233,1,9.3,1.0,0.5,3.01,0.0,1.0,18.06,2.5,0.0,0.75
2,1756685528000000,1756685946000000,1,3.43,1,N,132,197,2,15.6,1.0,0.5,0.0,0.0,1.0,19.85,0.0,1.75,0.0
1,1756685556000000,1756686182000000,1,2.1,1,N,114,48,1,11.4,4.25,0.5,0.0,0.0,1.0,17.15,2.5,0.0,0.75
1,1756686502000000,1756686965000000,1,0.9,1,N,186,137,1,7.9,4.25,0.5,2.75,0.0,1.0,16.4,2.5,0.0,0.75
1,1756687315000000,1756687510000000,1,0.4,1,N,164,186,4,5.1,4.25,0.5,0.0,0.0,1.0,10.85,2.5,0.0,0.75
1,1756687567000000,1756688445000000,1,2.1,1,N,186,224,1,14.2,4.25,0.5,4.0,0.0,1.0,23.95,2.5,0.0,0.75
1,1756686143000000,1756687403000000,2,4.3,1,N,140,249,1,20.5,4.25,0.5,5.25,0.0,1.0,31.5,2.5,0.0,0.75
1,1756687512000000,1756688290000000,1,2.5,1,N,249,162,1,14.2,4.25,0.5,4.0,0.0,1.0,23.95,2.5,0.0,0.75
2,1756684970000000,1756686041000000,1,5.1,1,N,234,166,1,24.0,1.0,0.5,3.0,0.0,1.0,32.75,2.5,0.0,0.75
2,1756685958000000,1756686316000000,1,2.1,1,N,237,107,1,10.0,1.0,0.5,3.15,0.0,1.0,18.9,2.5,0.0,0.75
2,1756686527000000,1756686823000000,2,1.05,1,N,107,79,1,7.2,1.0,0.5,3.24,0.0,1.0,16.19,2.5,0.0,0.75
2,1756687464000000,1756688212000000,1,2.36,1,N,79,13,1,14.9,1.0,0.5,5.16,0.0,1.0,25.81,2.5,0.0,0.75
2,1756685228000000,1756686440000000,1,9.94,1,N,138,232,1,40.1,6.0,0.5,10.52,0.0,1.0,63.12,2.5,1.75,0.75
2,1756686838000000,1756687610000000,1,2.0,1,N,148,249,1,13.5,1.0,0.5,0.0,0.0,1.0,19.25,2.5,0.0,0.75
2,1756687776000000,1756687980000000,1,0.66,1,N,90,158,1,5.8,1.0,0.5,2.31,0.0,1.0,13.86,2.5,0.0,0.75
2,1756684803000000,1756685131000000,1,0.99,1,N,148,79,1,7.9,1.0,0.5,2.73,0.0,1.0,16.38,2.5,0.0,0.75
2,1756688065000000,1756688334000000,1,1.14,1,N,246,48,1,7.2,1.0,0.5,4.0,0.0,1.0,16.95,2.5,0.0,0.75
1,1756686335000000,1756686467000000,1,0.3,1,N,113,79,1,4.4,4.25,0.5,1.0,0.0,1.0,11.15,2.5,0.0,0.75
1,1756686523000000,1756687406000000,1,2.5,1,N,79,68,1,14.9,4.25,0.5,2.0,0.0,1.0,22.65,2.5,0.0,0.75
1,1756688113000000,1756688602000000,1,1.3,1,N,100,186,1,9.3,4.25,0.5,4.5,0.0,1.0,19.55,2.5,0.0,0.75
2,1756685623000000,1756686066000000,1,1.9,1,N,162,141,1,10.0,1.0,0.5,3.15,0.0,1.0,18.9,2.5,0.0,0.75
2,1756686850000000,1756687233000000,1,1.09,1,N,170,163,2,8.6,1.0,0.5,0.0,0.0,1.0,14.35,2.5,0.0,0.75
2,1756687938000000,1756688181000000,1,0.87,1,N,100,50,1,6.5,1.0,0.5,1.0,0.0,1.0,13.25,2.5,0.0,0.75
2,1756685455000000,1756685607000000,1,0.77,1,N,211,231,2,5.1,1.0,0.5,0.0,0.0,1.0,10.85,2.5,0.0,0.75
2,1756685207000000,1756686244000000,1,3.66,1,N,186,112,1,19.8,1.0,0.5,6.5,6.94,1.0,38.99,2.5,0.0,0.75
2,1756687990000000,1756689046000000,1,8.81,1,N,138,161,1,35.2,6.0,0.5,10.58,6.94,1.0,65.22,2.5,1.75,0.75
2,1756685692000000,1756687553000000,1,7.42,1,N,50,255,1,35.2,1.0,0.5,8.19,0.0,1.0,49.14,2.5,0.0,0.75
2,1756686468000000,1756688230000000,1,18.09,2,N,132,249,1,70.0,0.0,0.5,16.34,6.94,1.0,99.78,2.5,1.75,0.75
1,1756687335000000,1756688108000000,1,2.2,1,N,100,79,2,13.5,4.25,0.5,0.0,0.0,1.0,19.25,2.5,0.0,0.75
1,1756685730000000,1756686090000000,1,1.1,1,N,17,61,2,7.9,1.0,0.5,0.0,0.0,1.0,10.4,0.0,0.0,0.0
2,1756685148000000,1756685762000000,1,1.94,1,N,161,68,1,12.1,1.0,0.5,3.57,0.0,1.0,21.42,2.5,0.0,0.75
2,1756686277000000,1756686721000000,1,1.98,1,N,68,142,1,10.7,1.0,0.5,3.29,0.0,1.0,19.74,2.5,0.0,0.75
2,1756687361000000,1756688537000000,1,4.12,1,N,230,7,1,21.9,1.0,0.5,4.0,0.0,1.0,31.65,2.5,0.0,0.75
2,1756686202000000,1756686454000000,1,0.88,1,N,164,107,1,6.5,1.0,0.5,1.84,0.0,1.0,14.09,2.5,0.0,0.75
2,1756686893000000,1756687411000000,1,1.02,1,N,249,162,1,9.3,1.0,0.5,3.01,0.0,1.0,18.06,2.5,0.0,0.75
2,1756687440000000,1756687649000000,2,0.89,1,N,186,170,2,6.5,1.0,0.5,0.0,0.0,1.0,12.25,2.5,0.0,0.75
2,1756687846000000,1756688934000000,1,4.65,1,N,162,166,1,22.6,1.0,0.5,5.67,0.0,1.0,34.02,2.5,0.0,0.75
2,1756685261000000,1756685841000000,1,1.53,1,N,68,162,2,10.7,1.0,0.5,0.0,0.0,1.0,16.45,2.5,0.0,0.75
2,1756686694000000,1756686833000000,1,0.57,1,N,236,75,2,5.1,1.0,0.5,0.0,0.0,1.0,10.1,2.5,0.0,0.0
2,1756687347000000,1756688948000000,1,17.26,1,N,132,256,1,65.3,1.0,0.5,13.56,0.0,1.0,83.11,0.0,1.75,0.0
2,1756685880000000,1756685958000000,1,0.66,1,N,263,75,2,5.1,1.0,0.5,0.0,0.0,1.0,10.1,2.5,0.0,0.0
1,1756688219000000,1756691246000000,1,6.4,1,N,138,74,1,50.6,7.75,0.5,2.0,6.94,1.0,68.79,0.0,1.75,0.0
1,1756685656000000,1756685864000000,2,1.1,1,N,162,234,1,6.5,4.25,0.5,1.5,0.0,1.0,13.75,2.5,0.0,0.75
1,1756688192000000,1756688617000000,2,1.4,1,N,164,48,1,10.0,4.25,0.5,3.15,0.0,1.0,18.9,2.5,0.0,0.75
2,1756685982000000,1756686841000000,1,3.02,1,N,162,79,1,17.0,1.0,0.5,4.55,0.0,1.0,27.3,2.5,0.0,0.75
2,1756687823000000,1756688654000000,1,5.34,1,N,79,74,1,21.9,1.0,0.5,5.53,0.0,1.0,33.18,2.5,0.0,0.75
1,1756686885000000,1756687163000000,1,1.8,1,N,137,140,1,9.3,4.25,0.5,3.0,0.0,1.0,18.05,2.5,0.0,0.75
1,1756687335000000,1756687619000000,2,1.8,1,N,141,74,2,9.3,3.5,0.5,0.0,0.0,1.0,14.3,2.5,0.0,0.0
2,1756687044000000,1756688090000000,4,3.7,1,N,186,263,1,19.8,1.0,0.5,5.11,0.0,1.0,30.66,2.5,0.0,0.75
2,1756685673000000,1756687094000000,1,8.49,1,N,138,263,1,35.9,6.0,0.5,5.0,0.0,1.0,52.65,2.5,1.75,0.0
2,1756687399000000,1756687953000000,1,1.95,1,N,230,239,1,12.1,1.0,0.5,3.57,0.0,1.0,21.42,2.5,0.0,0.75
2,1756688243000000,1756688318000000,1,0.42,1,N,239,238,1,4.4,1.0,0.5,1.88,0.0,1.0,11.28,2.5,0.0,0.0
2,1756685478000000,1756686327000000,1,2.63,1,N,249,170,1,15.6,1.0,0.5,4.27,0.0,1.0,25.62,2.5,0.0,0.75
2,1756686211000000,1756687649000000,1,5.0,1,N,234,179,1,26.1,1.0,0.5,6.37,0.0,1.0,38.22,2.5,0.0,0.75
2,1756687376000000,1756687502000000,1,0.39,1,N,114,249,1,4.4,1.0,0.5,1.02,0.0,1.0,11.17,2.5,0.0,0.75
2,1756687914000000,1756688564000000,1,2.53,1,N,90,4,1,13.5,1.0,0.5,0.0,0.0,1.0,19.25,2.5,0.0,0.75
2,1756685925000000,1756686718000000,2,2.87,1,N,186,141,1,15.6,1.0,0.5,4.27,0.0,1.0,25.62,2.5,0.0,0.75
2,1756686844000000,1756686990000000,1,0.65,1,N,162,170,1,5.1,1.0,0.5,1.88,0.0,1.0,12.73,2.5,0.0,0.75
2,1756686768000000,1756687064000000,1,1.26,1,N,141,236,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0,0.0
2,1756688023000000,1756689621000000,1,15.73,1,N,132,255,1,59.7,1.0,0.5,2.0,0.0,1.0,65.95,0.0,1.75,0.0
2,1756685816000000,1756687055000000,2,4.26,1,N,48,75,2,23.3,1.0,0.5,0.0,0.0,1.0,29.05,2.5,0.0,0.75
1,1756687766000000,1756688155000000,1,0.9,1,N,211,144,1,7.2,4.25,0.5,2.6,0.0,1.0,15.55,2.5,0.0,0.75
1,1756688365000000,1756688939000000,1,1.8,1,N,144,186,1,11.4,4.25,0.5,3.45,0.0,1.0,20.6,2.5,0.0,0.75
2,1756686252000000,1756687360000000,2,9.73,1,N,138,234,1,38.7,6.0,0.5,6.98,6.94,1.0,65.12,2.5,1.75,0.75
2,1756687568000000,1756688760000000,1,3.12,1,N,234,141,1,20.5,1.0,0.5,5.25,0.0,1.0,31.5,2.5,0.0,0.75
2,1756685765000000,1756686018000000,2,0.86,1,N,231,114,1,6.5,1.0,0.5,2.45,0.0,1.0,14.7,2.5,0.0,0.75
2,1756686441000000,1756687913000000,1,8.54,1,N,79,42,2,38.0,1.0,0.5,0.0,0.0,1.0,43.75,2.5,0.0,0.75
2,1756686030000000,1756686984000000,2,3.02,1,N,114,163,2,17.0,1.0,0.5,0.0,0.0,1.0,22.75,2.5,0.0,0.75
2,1756688164000000,1756689592000000,2,16.16,2,N,132,162,1,70.0,0.0,0.5,24.51,6.94,1.0,107.95,2.5,1.75,0.75
2,1756684871000000,1756685792000000,3,7.42,1,N,48,244,1,31.0,1.0,0.5,7.35,0.0,1.0,44.1,2.5,0.0,0.75
2,1756686653000000,1756686931000000,3,1.17,1,N,48,68,1,7.2,1.0,0.5,3.24,0.0,1.0,16.19,2.5,0.0,0.75
2,1756687052000000,1756688645000000,2,9.19,1,N,68,228,1,39.4,1.0,0.5,12.0,6.94,1.0,64.09,2.5,0.0,0.75
2,1756687622000000,1756690982000000,2,18.96,2,N,132,262,1,70.0,0.0,0.5,4.13,6.94,1.0,86.82,2.5,1.75,0.0
2,1756684946000000,1756686605000000,1,11.62,1,N,138,181,1,48.5,6.0,0.5,11.55,0.0,1.0,69.3,0.0,1.75,0.0
2,1756685145000000,1756686434000000,1,7.93,1,N,138,236,1,34.5,6.0,0.5,10.29,6.94,1.0,63.48,2.5,1.75,0.0
1,1756688258000000,1756689449000000,1,4.6,1,N,79,225,1,22.6,4.25,0.5,5.65,0.0,1.0,34.0,2.5,0.0,0.75
2,1756685658000000,1756685859000000,1,0.83,1,N,249,125,1,5.8,1.0,0.5,0.0,0.0,1.0,11.55,2.5,0.0,0.75
2,1756686375000000,1756686598000000,1,1.0,1,N,249,186,1,6.5,1.0,0.5,2.45,0.0,1.0,14.7,2.5,0.0,0.75
2,1756686846000000,1756687606000000,1,1.69,1,N,186,162,1,12.8,1.0,0.5,5.0,0.0,1.0,23.55,2.5,0.0,0.75
2,1756687710000000,1756688683000000,1,4.11,1,N,162,148,1,21.9,1.0,0.5,5.53,0.0,1.0,33.18,2.5,0.0,0.75
2,1756687375000000,1756687698000000,2,0.95,1,N,237,161,1,7.9,1.0,0.5,0.0,0.0,1.0,13.65,2.5,0.0,0.75
2,1756684935000000,1756685924000000,2,3.28,1,N,79,48,1,18.4,1.0,0.5,4.83,0.0,1.0,28.98,2.5,0.0,0.75
2,1756686001000000,1756686465000000,2,1.58,1,N,48,239,1,10.0,1.0,0.5,3.94,0.0,1.0,19.69,2.5,0.0,0.75
2,1756687879000000,1756688448000000,1,1.73,1,N,114,87,1,11.4,1.0,0.5,1.0,0.0,1.0,18.15,2.5,0.0,0.75
